,map_seed,level,extra_harvest,harvest_yellow_sextant,harvest_increased_t3,harvest_t4_wilt,type,plot,favored,t1,t2,t3,t4,t3_name,quantity,rarity,pack_size,delirium
38,3971852057,83,False,True,60,False,vivid,38,False,16,5,2,0,watcher,153,82,48,0
39,3971852057,83,False,True,60,False,vivid,39,True,15,6,2,0,abberarach,153,82,48,0
40,3971852057,83,False,True,60,False,vivid,40,False,14,8,1,0,devourer,153,82,48,0
41,3971852057,83,False,True,60,False,primal,41,True,13,7,3,0,blisterlord,153,82,48,0
42,3971852057,83,False,True,60,False,vivid,42,False,16,6,1,0,abberarach,153,82,48,0
43,3971852057,83,False,True,60,False,wild,43,True,15,6,2,0,bristle matron,153,82,48,0
44,33370743,83,False,True,60,False,primal,44,False,19,4,0,0,,241,158,75,0
45,33370743,83,False,True,60,False,vivid,45,True,16,5,2,0,abberarach,241,158,75,0
46,33370743,83,False,True,60,False,primal,46,False,15,7,1,0,crushclaw,241,158,75,0
47,33370743,83,False,True,60,False,vivid,47,True,16,5,2,0,devourer,241,158,75,0
48,33370743,83,False,True,60,False,vivid,48,True,14,6,3,0,whipleg,241,158,75,0
49,33370743,83,False,True,60,False,primal,49,False,15,6,2,0,rhex matriarch,241,158,75,0
50,33370743,83,False,True,60,False,vivid,50,False,18,5,0,0,,241,158,75,0
51,33370743,83,False,True,60,False,primal,51,True,16,5,2,0,cystcaller,241,158,75,0
52,2162726433,83,False,True,60,False,vivid,52,True,14,7,2,0,watcher,211,154,74,0
53,2162726433,83,False,True,60,False,vivid,53,False,15,7,1,0,watcher,211,154,74,0
54,2162726433,83,False,True,60,False,primal,54,False,15,6,2,0,rhex matriarch,211,154,74,0
55,2162726433,83,False,True,60,False,vivid,55,True,13,7,3,0,watcher,211,154,74,0
56,2162726433,83,False,True,60,False,wild,56,False,17,5,1,0,brambleback,211,154,74,0
57,2162726433,83,False,True,60,False,vivid,57,True,15,7,1,0,watcher,211,154,74,0
58,2837313556,83,False,True,60,False,primal,58,True,13,7,3,0,blisterlord,298,201,72,0
59,2837313556,83,False,True,60,False,vivid,59,False,19,3,1,0,whipleg,298,201,72,0
60,2837313556,83,False,True,60,False,wild,60,False,16,5,2,0,infestation queen,298,201,72,0
61,2837313556,83,False,True,60,False,vivid,61,True,17,4,2,0,abberarach,298,201,72,0
62,2837313556,83,False,True,60,False,vivid,62,True,16,6,1,0,devourer,298,201,72,0
63,2837313556,83,False,True,60,False,wild,63,False,18,5,0,0,,298,201,72,0
64,3983916644,83,False,True,60,False,wild,64,False,19,4,0,0,,226,132,65,0
65,3983916644,83,False,True,60,False,vivid,65,True,18,5,0,0,,226,132,65,0
66,3983916644,83,False,True,60,False,primal,66,False,15,7,1,0,cystcaller,226,132,65,0
67,3983916644,83,False,True,60,False,vivid,67,True,14,7,2,0,abberarach,226,132,65,0
68,3983916644,83,False,True,60,False,vivid,68,False,15,6,2,0,whipleg,226,132,65,0
69,3983916644,83,False,True,60,False,vivid,69,True,14,7,2,0,whipleg,226,132,65,0
70,2937900215,83,False,True,60,False,vivid,70,False,16,6,1,0,devourer,282,181,65,0
71,2937900215,83,False,True,60,False,vivid,71,True,14,7,2,0,vulture,282,181,65,0
72,2937900215,83,False,True,60,False,vivid,72,True,16,5,2,0,whipleg,282,181,65,0
73,2937900215,83,False,True,60,False,vivid,73,False,16,6,1,0,watcher,282,181,65,0
74,2937900215,83,False,True,60,False,vivid,74,False,16,7,0,0,,282,181,65,0
75,2937900215,83,False,True,60,False,primal,75,True,17,5,1,0,reborn,282,181,65,0
76,2937900215,83,False,True,60,False,primal,76,True,16,5,2,0,cystcaller,282,181,65,0
77,2937900215,83,False,True,60,False,vivid,77,False,17,6,0,0,,282,181,65,0
78,4256014531,83,False,True,60,False,primal,78,False,18,5,0,0,,173,100,44,0
79,4256014531,83,False,True,60,False,vivid,79,True,13,8,2,0,abberarach,173,100,44,0
80,4256014531,83,False,True,60,False,vivid,80,False,16,4,3,0,devourer,173,100,44,0
81,4256014531,83,False,True,60,False,wild,81,True,13,7,2,1,bristle matron,173,100,44,0
82,4256014531,83,False,True,60,False,vivid,82,False,19,3,1,0,abberarach,173,100,44,0
83,4256014531,83,False,True,60,False,vivid,83,True,17,5,1,0,watcher,173,100,44,0
84,4256014531,83,False,True,60,False,vivid,84,False,16,6,1,0,vulture,173,100,44,0
85,4256014531,83,False,True,60,False,vivid,85,True,13,7,3,0,whipleg,173,100,44,0
86,2626901868,83,False,True,60,False,vivid,86,False,16,6,1,0,vulture,225,142,72,0
87,2626901868,83,False,True,60,False,vivid,87,True,13,7,3,0,watcher,225,142,72,0
88,2626901868,83,False,True,60,False,primal,88,False,16,6,1,0,rhex matriarch,225,142,72,0
89,2626901868,83,False,True,60,False,vivid,89,True,15,7,1,0,abberarach,225,142,72,0
90,2626901868,83,False,True,60,False,vivid,90,True,17,4,2,0,vulture,225,142,72,0
91,2626901868,83,False,True,60,False,vivid,91,False,15,8,0,0,,225,142,72,0
92,2626901868,83,False,True,60,False,primal,92,True,15,7,1,0,rhex matriarch,225,142,72,0
93,2626901868,83,False,True,60,False,vivid,93,False,19,4,0,0,,225,142,72,0
94,3799360232,83,False,True,60,False,vivid,94,True,14,8,1,0,vulture,191,136,46,0
95,3799360232,83,False,True,60,False,vivid,95,False,15,7,1,0,devourer,191,136,46,0
96,3799360232,83,False,True,60,False,vivid,96,True,16,5,2,0,devourer,191,136,46,0
97,3799360232,83,False,True,60,False,wild,97,False,14,8,1,0,infestation queen,191,136,46,0
98,3799360232,83,False,True,60,False,vivid,98,True,15,6,2,0,whipleg,191,136,46,0
99,3799360232,83,False,True,60,False,vivid,99,False,18,5,0,0,,191,136,46,0
100,4093005699,83,False,True,60,False,wild,100,False,17,6,0,0,,182,119,57,0
101,4093005699,83,False,True,60,False,vivid,101,True,14,7,2,0,whipleg,182,119,57,0
102,4093005699,83,False,True,60,False,vivid,102,True,15,7,1,0,vulture,182,119,57,0
103,4093005699,83,False,True,60,False,vivid,103,False,15,7,1,0,abberarach,182,119,57,0
104,4093005699,83,False,True,60,False,vivid,104,True,14,8,1,0,watcher,182,119,57,0
105,4093005699,83,False,True,60,False,vivid,105,False,15,7,1,0,watcher,182,119,57,0
106,4093005699,83,False,True,60,False,wild,106,True,15,6,2,0,infestation queen,182,119,57,0
107,4093005699,83,False,True,60,False,vivid,107,False,15,7,1,0,devourer,182,119,57,0
108,187496683,83,False,True,60,False,primal,108,False,15,8,0,0,,175,102,46,0
109,187496683,83,False,True,60,False,vivid,109,True,16,6,1,0,devourer,175,102,46,0
110,187496683,83,False,True,60,False,vivid,110,False,17,6,0,0,,175,102,46,0
111,187496683,83,False,True,60,False,vivid,111,True,16,5,2,0,vulture,175,102,46,0
112,187496683,83,False,True,60,False,primal,112,True,14,6,3,0,rhex matriarch,175,102,46,0
113,187496683,83,False,True,60,False,vivid,113,False,14,7,2,0,watcher,175,102,46,0
114,187496683,83,False,True,60,False,wild,114,True,16,6,1,0,bristle matron,175,102,46,0
115,187496683,83,False,True,60,False,vivid,115,False,20,3,0,0,,175,102,46,0
116,1108129444,83,False,True,60,False,vivid,116,True,13,8,2,0,watcher,222,148,62,0
117,1108129444,83,False,True,60,False,vivid,117,False,19,4,0,0,,222,148,62,0
118,1108129444,83,False,True,60,False,wild,118,True,13,7,3,0,hellion alpha,222,148,62,0
119,1108129444,83,False,True,60,False,vivid,119,False,17,6,0,0,,222,148,62,0
120,1108129444,83,False,True,60,False,primal,120,True,14,7,2,0,cystcaller,222,148,62,0
121,1108129444,83,False,True,60,False,vivid,121,False,15,7,1,0,abberarach,222,148,62,0
122,549300440,83,False,True,60,False,vivid,122,False,20,3,0,0,,168,95,43,0
123,549300440,83,False,True,60,False,primal,123,True,13,7,3,0,cystcaller,168,95,43,0
124,549300440,83,False,True,60,False,vivid,124,True,14,7,2,0,devourer,168,95,43,0
125,549300440,83,False,True,60,False,vivid,125,False,14,8,1,0,abberarach,168,95,43,0
126,549300440,83,False,True,60,False,vivid,126,False,15,7,1,0,abberarach,168,95,43,0
127,549300440,83,False,True,60,False,vivid,127,True,16,5,2,0,whipleg,168,95,43,0
128,3281449343,83,False,True,60,False,vivid,128,False,17,6,0,0,,252,181,65,0
129,3281449343,83,False,True,60,False,vivid,129,True,15,6,2,0,abberarach,252,181,65,0
130,3281449343,83,False,True,60,False,primal,130,True,15,6,2,0,blisterlord,252,181,65,0
131,3281449343,83,False,True,60,False,vivid,131,False,15,7,1,0,vulture,252,181,65,0
132,3281449343,83,False,True,60,False,wild,132,False,13,8,2,0,brambleback,252,181,65,0
133,3281449343,83,False,True,60,False,vivid,133,True,15,6,2,0,watcher,252,181,65,0
134,3281449343,83,False,True,60,False,vivid,134,False,16,7,0,0,,252,181,65,0
135,3281449343,83,False,True,60,False,primal,135,True,17,5,1,0,blisterlord,252,181,65,0
136,3969840187,83,False,True,60,False,vivid,136,True,14,7,2,0,devourer,226,132,65,0
137,3969840187,83,False,True,60,False,primal,137,False,14,7,2,0,crushclaw,226,132,65,0
138,3969840187,83,False,True,60,False,primal,138,False,14,8,1,0,cystcaller,226,132,65,0
139,3969840187,83,False,True,60,False,vivid,139,True,18,4,1,0,abberarach,226,132,65,0
140,3969840187,83,False,True,60,False,vivid,140,False,20,3,0,0,,226,132,65,0
141,3969840187,83,False,True,60,False,vivid,141,True,14,8,1,0,watcher,226,132,65,0
142,269541029,83,False,True,60,False,vivid,142,False,15,8,0,0,,211,122,60,0
143,269541029,83,False,True,60,False,wild,143,True,15,6,2,0,infestation queen,211,122,60,0
144,269541029,83,False,True,60,False,vivid,144,True,16,6,1,0,devourer,211,122,60,0
145,269541029,83,False,True,60,False,wild,145,False,16,6,1,0,infestation queen,211,122,60,0
146,269541029,83,False,True,60,False,wild,146,False,15,8,0,0,,211,122,60,0
147,269541029,83,False,True,60,False,vivid,147,True,18,4,1,0,whipleg,211,122,60,0
148,1219210361,83,False,True,60,False,vivid,148,True,17,3,3,0,devourer,225,142,72,0
149,1219210361,83,False,True,60,False,vivid,149,False,17,4,2,0,vulture,225,142,72,0
150,1219210361,83,False,True,60,False,vivid,150,True,16,6,1,0,devourer,225,142,72,0
151,1219210361,83,False,True,60,False,primal,151,False,18,4,1,0,crushclaw,225,142,72,0
152,1219210361,83,False,True,60,False,wild,152,False,17,5,1,0,brambleback,225,142,72,0
153,1219210361,83,False,True,60,False,vivid,153,True,19,3,1,0,vulture,225,142,72,0
154,1219210361,83,False,True,60,False,vivid,154,True,14,7,2,0,whipleg,225,142,72,0
155,1219210361,83,False,True,60,False,vivid,155,False,17,6,0,0,,225,142,72,0
156,257120380,83,False,True,60,False,vivid,156,False,16,6,1,0,vulture,178,102,46,0
157,257120380,83,False,True,60,False,primal,157,True,16,5,2,0,crushclaw,178,102,46,0
158,257120380,83,False,True,60,False,wild,158,False,17,5,1,0,bristle matron,178,102,46,0
159,257120380,83,False,True,60,False,vivid,159,True,18,4,1,0,vulture,178,102,46,0
160,257120380,83,False,True,60,False,wild,160,False,15,8,0,0,,178,102,46,0
161,257120380,83,False,True,60,False,vivid,161,True,15,6,2,0,watcher,178,102,46,0
162,257120380,83,False,True,60,False,vivid,162,False,17,5,1,0,whipleg,178,102,46,0
163,257120380,83,False,True,60,False,primal,163,True,16,5,2,0,blisterlord,178,102,46,0
164,293524248,83,False,True,60,False,vivid,164,True,14,6,3,0,vulture,231,134,67,0
165,293524248,83,False,True,60,False,primal,165,False,16,5,2,0,cystcaller,231,134,67,0
166,293524248,83,False,True,60,False,vivid,166,False,16,6,1,0,devourer,231,134,67,0
167,293524248,83,False,True,60,False,vivid,167,True,15,7,1,0,whipleg,231,134,67,0
168,293524248,83,False,True,60,False,vivid,168,False,16,6,1,0,devourer,231,134,67,0
169,293524248,83,False,True,60,False,vivid,169,True,16,5,2,0,whipleg,231,134,67,0
170,293524248,83,False,True,60,False,primal,170,False,15,7,1,0,reborn,231,134,67,0
171,293524248,83,False,True,60,False,vivid,171,True,14,8,1,0,vulture,231,134,67,0
172,994874983,83,False,True,60,False,vivid,172,False,18,4,1,0,vulture,159,92,40,0
173,994874983,83,False,True,60,False,vivid,173,True,16,6,1,0,watcher,159,92,40,0
174,994874983,83,False,True,60,False,wild,174,True,13,8,2,0,bristle matron,159,92,40,0
175,994874983,83,False,True,60,False,vivid,175,False,16,6,1,0,watcher,159,92,40,0
176,994874983,83,False,True,60,False,primal,176,True,13,8,2,0,reborn,159,92,40,0
177,994874983,83,False,True,60,False,vivid,177,False,18,5,0,0,,159,92,40,0
178,994874983,83,False,True,60,False,primal,178,False,14,8,1,0,blisterlord,159,92,40,0
179,994874983,83,False,True,60,False,vivid,179,True,16,6,1,0,vulture,159,92,40,0
180,408432640,83,False,True,60,False,wild,180,True,15,5,3,0,infestation queen,159,92,40,0
181,408432640,83,False,True,60,False,vivid,181,False,15,6,2,0,devourer,159,92,40,0
182,408432640,83,False,True,60,False,vivid,182,False,18,5,0,0,,159,92,40,0
183,408432640,83,False,True,60,False,vivid,183,True,16,6,1,0,whipleg,159,92,40,0
184,408432640,83,False,True,60,False,vivid,184,False,16,6,1,0,devourer,159,92,40,0
185,408432640,83,False,True,60,False,vivid,185,True,13,7,3,0,abberarach,159,92,40,0
186,408432640,83,False,True,60,False,vivid,186,True,16,4,3,0,devourer,159,92,40,0
187,408432640,83,False,True,60,False,wild,187,False,14,7,2,0,thornmaw,159,92,40,0
188,2422731841,83,False,True,60,False,vivid,188,True,13,8,2,0,vulture,162,92,40,0
189,2422731841,83,False,True,60,False,vivid,189,False,15,7,1,0,devourer,162,92,40,0
190,2422731841,83,False,True,60,False,vivid,190,True,15,7,1,0,vulture,162,92,40,0
191,2422731841,83,False,True,60,False,wild,191,False,16,7,0,0,,162,92,40,0
192,2422731841,83,False,True,60,False,wild,192,True,16,6,1,0,brambleback,162,92,40,0
193,2422731841,83,False,True,60,False,vivid,193,False,18,5,0,0,,162,92,40,0
194,2422731841,83,False,True,60,False,vivid,194,False,18,4,1,0,vulture,162,92,40,0
195,2422731841,83,False,True,60,False,vivid,195,True,14,7,2,0,watcher,162,92,40,0
196,1650039693,83,False,True,60,False,vivid,196,False,17,6,0,0,,215,130,64,0
197,1650039693,83,False,True,60,False,primal,197,True,16,6,1,0,reborn,215,130,64,0
198,1650039693,83,False,True,60,False,vivid,198,False,16,6,1,0,devourer,215,130,64,0
199,1650039693,83,False,True,60,False,vivid,199,True,14,6,3,0,vulture,215,130,64,0
200,1650039693,83,False,True,60,False,primal,200,False,18,5,0,0,,215,130,64,0
201,1650039693,83,False,True,60,False,vivid,201,True,16,6,1,0,devourer,215,130,64,0
202,1650039693,83,False,True,60,False,wild,202,False,15,7,1,0,thornmaw,215,130,64,0
203,1650039693,83,False,True,60,False,vivid,203,True,16,5,2,0,watcher,215,130,64,0
204,782654742,83,False,True,60,False,vivid,204,True,16,5,2,0,vulture,154,89,38,0
205,782654742,83,False,True,60,False,vivid,205,False,16,6,1,0,watcher,154,89,38,0
206,782654742,83,False,True,60,False,vivid,206,True,14,6,3,0,whipleg,154,89,38,0
207,782654742,83,False,True,60,False,vivid,207,False,16,5,2,0,devourer,154,89,38,0
208,782654742,83,False,True,60,False,primal,208,True,15,6,2,0,crushclaw,154,89,38,0
209,782654742,83,False,True,60,False,vivid,209,False,16,6,1,0,devourer,154,89,38,0
210,1784380327,83,False,True,60,False,vivid,210,True,20,1,2,0,whipleg,196,117,44,0
211,1784380327,83,False,True,60,False,primal,211,False,18,5,0,0,,196,117,44,0
212,1784380327,83,False,True,60,False,vivid,212,True,16,4,3,0,whipleg,196,117,44,0
213,1784380327,83,False,True,60,False,vivid,213,False,17,5,1,0,whipleg,196,117,44,0
214,1784380327,83,False,True,60,False,vivid,214,False,19,4,0,0,,196,117,44,0
215,1784380327,83,False,True,60,False,vivid,215,True,17,6,0,0,,196,117,44,0
216,4051953303,83,False,True,60,False,vivid,216,False,18,5,0,0,,191,132,32,0
217,4051953303,83,False,True,60,False,primal,217,True,15,7,1,0,blisterlord,191,132,32,0
218,4051953303,83,False,True,60,False,vivid,218,True,14,7,2,0,watcher,191,132,32,0
219,4051953303,83,False,True,60,False,vivid,219,False,18,5,0,0,,191,132,32,0
220,4051953303,83,False,True,60,False,primal,220,False,14,8,1,0,cystcaller,191,132,32,0
221,4051953303,83,False,True,60,False,vivid,221,True,14,7,2,0,devourer,191,132,32,0
222,4051953303,83,False,True,60,False,vivid,222,True,14,7,2,0,devourer,191,132,32,0
223,4051953303,83,False,True,60,False,vivid,223,False,15,7,1,0,abberarach,191,132,32,0
224,3733293849,83,False,True,60,False,vivid,224,True,16,5,2,0,abberarach,189,92,40,0
225,3733293849,83,False,True,60,False,vivid,225,False,17,6,0,0,,189,92,40,0
226,3733293849,83,False,True,60,False,primal,226,False,15,6,2,0,rhex matriarch,189,92,40,0
227,3733293849,83,False,True,60,False,vivid,227,True,16,5,2,0,abberarach,189,92,40,0
228,3733293849,83,False,True,60,False,vivid,228,True,15,6,2,0,vulture,189,92,40,0
229,3733293849,83,False,True,60,False,primal,229,False,17,5,1,0,reborn,189,92,40,0
230,3733293849,83,False,True,60,False,primal,230,False,16,6,1,0,cystcaller,189,92,40,0
231,3733293849,83,False,True,60,False,vivid,231,True,13,7,3,0,watcher,189,92,40,0
232,2466092987,83,False,True,60,False,primal,232,False,16,7,0,0,,221,129,64,0
233,2466092987,83,False,True,60,False,vivid,233,True,14,8,1,0,watcher,221,129,64,0
234,2466092987,83,False,True,60,False,vivid,234,False,15,7,1,0,whipleg,221,129,64,0
235,2466092987,83,False,True,60,False,wild,235,True,16,5,2,0,infestation queen,221,129,64,0
236,2466092987,83,False,True,60,False,primal,236,False,16,6,1,0,rhex matriarch,221,129,64,0
237,2466092987,83,False,True,60,False,vivid,237,True,14,7,2,0,devourer,221,129,64,0
238,2466092987,83,False,True,60,False,vivid,238,False,17,5,1,0,devourer,221,129,64,0
239,2466092987,83,False,True,60,False,wild,239,True,16,5,2,0,thornmaw,221,129,64,0
240,2512492618,83,False,True,60,False,vivid,240,True,13,7,3,0,devourer,0,0,0,0
241,2512492618,83,False,True,60,False,vivid,241,False,15,6,2,0,abberarach,0,0,0,0
242,2512492618,83,False,True,60,False,wild,242,False,16,6,1,0,bristle matron,0,0,0,0
243,2512492618,83,False,True,60,False,vivid,243,True,14,8,1,0,watcher,0,0,0,0
244,2512492618,83,False,True,60,False,primal,244,False,17,6,0,0,,0,0,0,0
245,2512492618,83,False,True,60,False,vivid,245,True,14,8,1,0,vulture,0,0,0,0
246,1003375004,83,False,True,60,False,wild,246,False,15,7,1,0,brambleback,245,142,72,0
247,1003375004,83,False,True,60,False,vivid,247,True,13,8,2,0,whipleg,245,142,72,0
248,1003375004,83,False,True,60,False,vivid,248,False,16,6,1,0,abberarach,245,142,72,0
249,1003375004,83,False,True,60,False,vivid,249,True,15,6,2,0,devourer,245,142,72,0
250,1003375004,83,False,True,60,False,primal,250,False,16,7,0,0,,245,142,72,0
251,1003375004,83,False,True,60,False,vivid,251,True,17,6,0,0,,245,142,72,0
252,72827414,83,False,True,60,False,primal,252,False,19,4,0,0,,256,163,68,0
253,72827414,83,False,True,60,False,vivid,253,True,16,6,1,0,watcher,256,163,68,0
254,72827414,83,False,True,60,False,vivid,254,True,13,7,3,0,whipleg,256,163,68,0
255,72827414,83,False,True,60,False,primal,255,False,16,5,2,0,crushclaw,256,163,68,0
256,72827414,83,False,True,60,False,vivid,256,False,17,6,0,0,,256,163,68,0
257,72827414,83,False,True,60,False,primal,257,True,17,5,1,0,blisterlord,256,163,68,0
258,72827414,83,False,True,60,False,wild,258,False,15,7,1,0,brambleback,256,163,68,0
259,72827414,83,False,True,60,False,vivid,259,True,15,6,2,0,whipleg,256,163,68,0
260,61583751,83,False,True,60,False,vivid,260,True,15,6,2,0,watcher,259,166,70,0
261,61583751,83,False,True,60,False,primal,261,False,20,3,0,0,,259,166,70,0
262,61583751,83,False,True,60,False,vivid,262,False,16,6,1,0,devourer,259,166,70,0
263,61583751,83,False,True,60,False,vivid,263,True,13,7,3,0,whipleg,259,166,70,0
264,61583751,83,False,True,60,False,primal,264,False,16,7,0,0,,259,166,70,0
265,61583751,83,False,True,60,False,vivid,265,True,16,7,0,0,,259,166,70,0
266,43468096,83,False,True,60,False,vivid,266,True,16,6,1,0,vulture,256,182,64,0
267,43468096,83,False,True,60,False,wild,267,False,15,8,0,0,,256,182,64,0
268,43468096,83,False,True,60,False,vivid,268,True,15,6,2,0,devourer,256,182,64,0
269,43468096,83,False,True,60,False,wild,269,False,17,5,1,0,thornmaw,256,182,64,0
270,43468096,83,False,True,60,False,wild,270,False,16,6,1,0,brambleback,256,182,64,0
271,43468096,83,False,True,60,False,vivid,271,True,15,6,2,0,whipleg,256,182,64,0
272,1405892541,83,False,True,60,False,primal,272,False,17,6,0,0,,193,98,43,0
273,1405892541,83,False,True,60,False,vivid,273,True,15,7,1,0,whipleg,193,98,43,0
274,1405892541,83,False,True,60,False,vivid,274,True,17,6,0,0,,193,98,43,0
275,1405892541,83,False,True,60,False,primal,275,False,18,5,0,0,,193,98,43,0
276,1405892541,83,False,True,60,False,primal,276,False,15,7,1,0,rhex matriarch,193,98,43,0
277,1405892541,83,False,True,60,False,vivid,277,True,16,6,1,0,whipleg,193,98,43,0
278,179433916,83,False,True,60,False,primal,278,False,15,7,1,0,blisterlord,178,105,48,0
279,179433916,83,False,True,60,False,vivid,279,True,16,5,2,0,devourer,178,105,48,0
280,179433916,83,False,True,60,False,vivid,280,False,16,7,0,0,,178,105,48,0
281,179433916,83,False,True,60,False,vivid,281,True,13,7,3,0,whipleg,178,105,48,0
282,179433916,83,False,True,60,False,vivid,282,True,15,6,2,0,devourer,178,105,48,0
283,179433916,83,False,True,60,False,vivid,283,False,16,6,1,0,abberarach,178,105,48,0
284,1759526296,83,False,False,60,False,primal,284,False,15,6,2,0,reborn,65,52,0,0
285,1759526296,83,False,False,60,False,wild,285,True,17,3,3,0,bristle matron,65,52,0,0
286,1759526296,83,False,False,60,False,primal,286,True,12,8,3,0,rhex matriarch,65,52,0,0
287,1759526296,83,False,False,60,False,primal,287,False,15,5,3,0,rhex matriarch,65,52,0,0
288,1759526296,83,False,False,60,False,primal,288,False,18,4,1,0,cystcaller,65,52,0,0
289,1759526296,83,False,False,60,False,vivid,289,True,16,6,1,0,whipleg,65,52,0,0
290,353287517,83,False,False,60,False,wild,290,False,20,3,0,0,,48,30,0,0
291,353287517,83,False,False,60,False,wild,291,True,14,7,2,0,thornmaw,48,30,0,0
292,353287517,83,False,False,60,False,wild,292,True,16,6,1,0,brambleback,48,30,0,0
293,353287517,83,False,False,60,False,wild,293,False,18,5,0,0,,48,30,0,0
294,353287517,83,False,False,60,False,primal,294,False,19,4,0,0,,48,30,0,0
295,353287517,83,False,False,60,False,vivid,295,True,15,7,1,0,abberarach,48,30,0,0
296,4092119693,83,False,False,60,False,primal,296,True,13,7,3,0,cystcaller,76,48,0,0
297,4092119693,83,False,False,60,False,vivid,297,False,15,7,1,0,vulture,76,48,0,0
298,4092119693,83,False,False,60,False,vivid,298,True,17,4,2,0,devourer,76,48,0,0
299,4092119693,83,False,False,60,False,primal,299,False,14,7,2,0,reborn,76,48,0,0
300,4092119693,83,False,False,60,False,wild,300,False,16,6,1,0,infestation queen,76,48,0,0
301,4092119693,83,False,False,60,False,wild,301,True,16,5,2,0,thornmaw,76,48,0,0
302,4086509377,83,False,False,60,False,vivid,302,True,16,5,2,0,vulture,48,30,0,0
303,4086509377,83,False,False,60,False,vivid,303,False,14,8,1,0,whipleg,48,30,0,0
304,4086509377,83,False,False,60,False,wild,304,True,12,8,3,0,thornmaw,48,30,0,0
305,4086509377,83,False,False,60,False,vivid,305,False,17,5,1,0,abberarach,48,30,0,0
306,4086509377,83,False,False,60,False,primal,306,False,17,6,0,0,,48,30,0,0
307,4086509377,83,False,False,60,False,vivid,307,True,15,7,1,0,whipleg,48,30,0,0
308,937355756,83,False,False,60,False,wild,308,True,14,7,2,0,hellion alpha,48,30,0,0
309,937355756,83,False,False,60,False,wild,309,False,18,5,0,0,,48,30,0,0
310,937355756,83,False,False,60,False,wild,310,True,15,7,1,0,hellion alpha,48,30,0,0
