,delirium,extra_harvest,harvest_additional_monster,harvest_t4_wilt,harvest_yellow_sextant,level,lifeforce_quant,mods,name,pack_size,player_iiq,player_iir,quantity,rarity,map_seed,type,plot,favored,t1,t2,t3,t4,t3_name,amount,type_y,normalized
10,0.0,False,0.0,False,False,83,42,"area contains an additional shrine
41% more magic monsters
players cannot inflict exposure
players are cursed with enfeeble
monsters reflect 28% of elemental damage
monsters deal 160% extra physical damage as cold
slaying enemies close together can attract monsters from beyond this realm
unique bosses are possessed
area contains the sacred grove
50% more divination cards found in area
30% more rare elder items found in area
area contains an additional gloom shrine
buffs on players expire 112% faster
200% increased duration of shrine effects on players
50% more unique items found in area
215% increased quantity of items found in this area
119% increased rarity of items found in this area
59% increased pack size",MapWorldsDefiledCathedral,59,22,49,215,119,410195682,wild,2,True,17,5,1,0,infestation queen,13.0,wild,5.210420841683367
11,0.0,False,0.0,False,False,83,42,"area contains an additional shrine
41% more magic monsters
players cannot inflict exposure
players are cursed with enfeeble
monsters reflect 28% of elemental damage
monsters deal 160% extra physical damage as cold
slaying enemies close together can attract monsters from beyond this realm
unique bosses are possessed
area contains the sacred grove
50% more divination cards found in area
30% more rare elder items found in area
area contains an additional gloom shrine
buffs on players expire 112% faster
200% increased duration of shrine effects on players
50% more unique items found in area
215% increased quantity of items found in this area
119% increased rarity of items found in this area
59% increased pack size",MapWorldsDefiledCathedral,59,22,49,215,119,410195682,vivid,4,True,16,6,1,0,whipleg,32.0,vivid,12.825651302605209
12,0.0,False,0.0,False,False,83,42,"area contains an additional shrine
41% more magic monsters
players cannot inflict exposure
players are cursed with enfeeble
monsters reflect 28% of elemental damage
monsters deal 160% extra physical damage as cold
slaying enemies close together can attract monsters from beyond this realm
unique bosses are possessed
area contains the sacred grove
50% more divination cards found in area
30% more rare elder items found in area
area contains an additional gloom shrine
buffs on players expire 112% faster
200% increased duration of shrine effects on players
50% more unique items found in area
215% increased quantity of items found in this area
119% increased rarity of items found in this area
59% increased pack size",MapWorldsDefiledCathedral,59,22,49,215,119,410195682,vivid,4,True,16,6,1,0,whipleg,23.0,vivid,9.218436873747494
13,0.0,False,0.0,False,False,83,42,"area contains an additional shrine
41% more magic monsters
players cannot inflict exposure
players are cursed with enfeeble
monsters reflect 28% of elemental damage
monsters deal 160% extra physical damage as cold
slaying enemies close together can attract monsters from beyond this realm
unique bosses are possessed
area contains the sacred grove
50% more divination cards found in area
30% more rare elder items found in area
area contains an additional gloom shrine
buffs on players expire 112% faster
200% increased duration of shrine effects on players
50% more unique items found in area
215% increased quantity of items found in this area
119% increased rarity of items found in this area
59% increased pack size",MapWorldsDefiledCathedral,59,22,49,215,119,410195682,vivid,4,True,16,6,1,0,whipleg,103.0,vivid,41.28256513026052
14,0.0,False,0.0,False,False,83,42,"area contains an additional shrine
41% more magic monsters
players cannot inflict exposure
players are cursed with enfeeble
monsters reflect 28% of elemental damage
monsters deal 160% extra physical damage as cold
slaying enemies close together can attract monsters from beyond this realm
unique bosses are possessed
area contains the sacred grove
50% more divination cards found in area
30% more rare elder items found in area
area contains an additional gloom shrine
buffs on players expire 112% faster
200% increased duration of shrine effects on players
50% more unique items found in area
215% increased quantity of items found in this area
119% increased rarity of items found in this area
59% increased pack size",MapWorldsDefiledCathedral,59,22,49,215,119,410195682,vivid,4,True,16,6,1,0,whipleg,112.0,vivid,44.88977955911823
15,0.0,False,0.0,False,False,83,42,"area contains an additional shrine
41% more magic monsters
players cannot inflict exposure
players are cursed with enfeeble
monsters reflect 28% of elemental damage
monsters deal 160% extra physical damage as cold
slaying enemies close together can attract monsters from beyond this realm
unique bosses are possessed
area contains the sacred grove
50% more divination cards found in area
30% more rare elder items found in area
area contains an additional gloom shrine
buffs on players expire 112% faster
200% increased duration of shrine effects on players
50% more unique items found in area
215% increased quantity of items found in this area
119% increased rarity of items found in this area
59% increased pack size",MapWorldsDefiledCathedral,59,22,49,215,119,410195682,vivid,7,True,17,5,1,0,vulture,13.0,vivid,5.210420841683367
16,0.0,False,0.0,False,False,83,42,"area contains an additional shrine
41% more magic monsters
players cannot inflict exposure
players are cursed with enfeeble
monsters reflect 28% of elemental damage
monsters deal 160% extra physical damage as cold
slaying enemies close together can attract monsters from beyond this realm
unique bosses are possessed
area contains the sacred grove
50% more divination cards found in area
30% more rare elder items found in area
area contains an additional gloom shrine
buffs on players expire 112% faster
200% increased duration of shrine effects on players
50% more unique items found in area
215% increased quantity of items found in this area
119% increased rarity of items found in this area
59% increased pack size",MapWorldsDefiledCathedral,59,22,49,215,119,410195682,vivid,7,True,17,5,1,0,vulture,117.0,vivid,46.8937875751503
17,0.0,False,0.0,False,False,83,42,"area contains an additional shrine
41% more magic monsters
players cannot inflict exposure
players are cursed with enfeeble
monsters reflect 28% of elemental damage
monsters deal 160% extra physical damage as cold
slaying enemies close together can attract monsters from beyond this realm
unique bosses are possessed
area contains the sacred grove
50% more divination cards found in area
30% more rare elder items found in area
area contains an additional gloom shrine
buffs on players expire 112% faster
200% increased duration of shrine effects on players
50% more unique items found in area
215% increased quantity of items found in this area
119% increased rarity of items found in this area
59% increased pack size",MapWorldsDefiledCathedral,59,22,49,215,119,410195682,vivid,7,True,17,5,1,0,vulture,131.0,vivid,52.505010020040075
31,0.0,False,0.0,False,False,83,42,"area is inhabited by animals
area contains an additional shrine
players are cursed with vulnerability
41% more monster life
monsters reflect 28% of elemental damage
monsters cannot be stunned
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
50% more divination cards found in area
+40% monster chaos resistance
+64% monster elemental resistance
monsters blind on hit
monsters steal power, frenzy and endurance charges on hit
area contains an additional gloom shrine
players gain 80% reduced flask charges
200% increased duration of shrine effects on players
50% more unique items found in area
224% increased quantity of items found in this area
124% increased rarity of items found in this area
60% increased pack size",MapWorldsDefiledCathedral,60,22,49,224,124,4102081496,vivid,17,True,17,5,1,0,watcher,110.0,vivid,43.30708661417323
32,0.0,False,0.0,False,False,83,42,"area is inhabited by animals
area contains an additional shrine
players are cursed with vulnerability
41% more monster life
monsters reflect 28% of elemental damage
monsters cannot be stunned
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
50% more divination cards found in area
+40% monster chaos resistance
+64% monster elemental resistance
monsters blind on hit
monsters steal power, frenzy and endurance charges on hit
area contains an additional gloom shrine
players gain 80% reduced flask charges
200% increased duration of shrine effects on players
50% more unique items found in area
224% increased quantity of items found in this area
124% increased rarity of items found in this area
60% increased pack size",MapWorldsDefiledCathedral,60,22,49,224,124,4102081496,vivid,17,True,17,5,1,0,watcher,51.0,vivid,20.078740157480315
33,0.0,False,0.0,False,False,83,42,"area is inhabited by animals
area contains an additional shrine
players are cursed with vulnerability
41% more monster life
monsters reflect 28% of elemental damage
monsters cannot be stunned
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
50% more divination cards found in area
+40% monster chaos resistance
+64% monster elemental resistance
monsters blind on hit
monsters steal power, frenzy and endurance charges on hit
area contains an additional gloom shrine
players gain 80% reduced flask charges
200% increased duration of shrine effects on players
50% more unique items found in area
224% increased quantity of items found in this area
124% increased rarity of items found in this area
60% increased pack size",MapWorldsDefiledCathedral,60,22,49,224,124,4102081496,vivid,17,True,17,5,1,0,watcher,19.0,vivid,7.480314960629921
34,0.0,False,0.0,False,False,83,42,"area is inhabited by animals
area contains an additional shrine
players are cursed with vulnerability
41% more monster life
monsters reflect 28% of elemental damage
monsters cannot be stunned
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
50% more divination cards found in area
+40% monster chaos resistance
+64% monster elemental resistance
monsters blind on hit
monsters steal power, frenzy and endurance charges on hit
area contains an additional gloom shrine
players gain 80% reduced flask charges
200% increased duration of shrine effects on players
50% more unique items found in area
224% increased quantity of items found in this area
124% increased rarity of items found in this area
60% increased pack size",MapWorldsDefiledCathedral,60,22,49,224,124,4102081496,wild,19,True,19,3,1,0,bristle matron,144.0,wild,56.69291338582677
35,0.0,False,0.0,False,False,83,42,"area is inhabited by animals
area contains an additional shrine
players are cursed with vulnerability
41% more monster life
monsters reflect 28% of elemental damage
monsters cannot be stunned
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
50% more divination cards found in area
+40% monster chaos resistance
+64% monster elemental resistance
monsters blind on hit
monsters steal power, frenzy and endurance charges on hit
area contains an additional gloom shrine
players gain 80% reduced flask charges
200% increased duration of shrine effects on players
50% more unique items found in area
224% increased quantity of items found in this area
124% increased rarity of items found in this area
60% increased pack size",MapWorldsDefiledCathedral,60,22,49,224,124,4102081496,wild,19,True,19,3,1,0,bristle matron,47.0,wild,18.503937007874015
36,0.0,False,0.0,False,False,83,42,"area is inhabited by animals
area contains an additional shrine
players are cursed with vulnerability
41% more monster life
monsters reflect 28% of elemental damage
monsters cannot be stunned
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
50% more divination cards found in area
+40% monster chaos resistance
+64% monster elemental resistance
monsters blind on hit
monsters steal power, frenzy and endurance charges on hit
area contains an additional gloom shrine
players gain 80% reduced flask charges
200% increased duration of shrine effects on players
50% more unique items found in area
224% increased quantity of items found in this area
124% increased rarity of items found in this area
60% increased pack size",MapWorldsDefiledCathedral,60,22,49,224,124,4102081496,wild,19,True,19,3,1,0,bristle matron,114.0,wild,44.881889763779526
37,0.0,False,0.0,False,False,83,42,"area is inhabited by animals
area contains an additional shrine
players are cursed with vulnerability
41% more monster life
monsters reflect 28% of elemental damage
monsters cannot be stunned
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
50% more divination cards found in area
+40% monster chaos resistance
+64% monster elemental resistance
monsters blind on hit
monsters steal power, frenzy and endurance charges on hit
area contains an additional gloom shrine
players gain 80% reduced flask charges
200% increased duration of shrine effects on players
50% more unique items found in area
224% increased quantity of items found in this area
124% increased rarity of items found in this area
60% increased pack size",MapWorldsDefiledCathedral,60,22,49,224,124,4102081496,vivid,21,True,16,5,2,0,devourer,19.0,vivid,7.480314960629921
38,0.0,False,0.0,False,False,83,42,"area is inhabited by animals
area contains an additional shrine
players are cursed with vulnerability
41% more monster life
monsters reflect 28% of elemental damage
monsters cannot be stunned
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
50% more divination cards found in area
+40% monster chaos resistance
+64% monster elemental resistance
monsters blind on hit
monsters steal power, frenzy and endurance charges on hit
area contains an additional gloom shrine
players gain 80% reduced flask charges
200% increased duration of shrine effects on players
50% more unique items found in area
224% increased quantity of items found in this area
124% increased rarity of items found in this area
60% increased pack size",MapWorldsDefiledCathedral,60,22,49,224,124,4102081496,vivid,21,True,16,5,2,0,devourer,129.0,vivid,50.78740157480315
39,0.0,False,0.0,False,False,83,42,"area is inhabited by animals
area contains an additional shrine
players are cursed with vulnerability
41% more monster life
monsters reflect 28% of elemental damage
monsters cannot be stunned
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
50% more divination cards found in area
+40% monster chaos resistance
+64% monster elemental resistance
monsters blind on hit
monsters steal power, frenzy and endurance charges on hit
area contains an additional gloom shrine
players gain 80% reduced flask charges
200% increased duration of shrine effects on players
50% more unique items found in area
224% increased quantity of items found in this area
124% increased rarity of items found in this area
60% increased pack size",MapWorldsDefiledCathedral,60,22,49,224,124,4102081496,vivid,21,True,16,5,2,0,devourer,114.0,vivid,44.881889763779526
40,0.0,False,0.0,False,False,83,42,"area is inhabited by animals
area contains an additional shrine
players are cursed with vulnerability
41% more monster life
monsters reflect 28% of elemental damage
monsters cannot be stunned
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
50% more divination cards found in area
+40% monster chaos resistance
+64% monster elemental resistance
monsters blind on hit
monsters steal power, frenzy and endurance charges on hit
area contains an additional gloom shrine
players gain 80% reduced flask charges
200% increased duration of shrine effects on players
50% more unique items found in area
224% increased quantity of items found in this area
124% increased rarity of items found in this area
60% increased pack size",MapWorldsDefiledCathedral,60,22,49,224,124,4102081496,vivid,21,True,16,5,2,0,devourer,63.0,vivid,24.80314960629921
41,0.0,False,0.0,False,False,83,42,"area is inhabited by animals
area contains an additional shrine
players are cursed with vulnerability
41% more monster life
monsters reflect 28% of elemental damage
monsters cannot be stunned
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
50% more divination cards found in area
+40% monster chaos resistance
+64% monster elemental resistance
monsters blind on hit
monsters steal power, frenzy and endurance charges on hit
area contains an additional gloom shrine
players gain 80% reduced flask charges
200% increased duration of shrine effects on players
50% more unique items found in area
224% increased quantity of items found in this area
124% increased rarity of items found in this area
60% increased pack size",MapWorldsDefiledCathedral,60,22,49,224,124,4102081496,vivid,21,True,16,5,2,0,devourer,95.0,vivid,37.40157480314961
42,0.0,False,0.0,False,False,83,42,"area is inhabited by animals
area contains an additional shrine
players are cursed with vulnerability
41% more monster life
monsters reflect 28% of elemental damage
monsters cannot be stunned
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
50% more divination cards found in area
+40% monster chaos resistance
+64% monster elemental resistance
monsters blind on hit
monsters steal power, frenzy and endurance charges on hit
area contains an additional gloom shrine
players gain 80% reduced flask charges
200% increased duration of shrine effects on players
50% more unique items found in area
224% increased quantity of items found in this area
124% increased rarity of items found in this area
60% increased pack size",MapWorldsDefiledCathedral,60,22,49,224,124,4102081496,vivid,21,True,16,5,2,0,devourer,114.0,vivid,44.881889763779526
43,0.0,False,0.0,False,False,83,42,"area contains many totems
area contains an additional shrine
70% more monster life
monsters have 160% increased area of effect
monsters cannot be affected by elemental ailments
monsters have 636% increased critical strike chance
+70% to monster critical strike multiplier
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
50% more divination cards found in area
monsters cannot be taunted.
monsters’ action speed cannot be modified to below base value
monsters have +96% chance to suppress spell damage
monsters hinder on hit with spells
area contains an additional gloom shrine
200% increased duration of shrine effects on players
50% more unique items found in area
220% increased quantity of items found in this area
121% increased rarity of items found in this area
59% increased pack size",MapWorldsDefiledCathedral,59,22,49,220,121,2525557482,wild,23,True,16,6,1,0,hellion alpha,114.0,wild,45.23809523809524
44,0.0,False,0.0,False,False,83,42,"area contains many totems
area contains an additional shrine
70% more monster life
monsters have 160% increased area of effect
monsters cannot be affected by elemental ailments
monsters have 636% increased critical strike chance
+70% to monster critical strike multiplier
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
50% more divination cards found in area
monsters cannot be taunted.
monsters’ action speed cannot be modified to below base value
monsters have +96% chance to suppress spell damage
monsters hinder on hit with spells
area contains an additional gloom shrine
200% increased duration of shrine effects on players
50% more unique items found in area
220% increased quantity of items found in this area
121% increased rarity of items found in this area
59% increased pack size",MapWorldsDefiledCathedral,59,22,49,220,121,2525557482,vivid,25,True,16,6,1,0,abberarach,139.0,vivid,55.15873015873016
45,0.0,False,0.0,False,False,83,42,"area contains many totems
area contains an additional shrine
70% more monster life
monsters have 160% increased area of effect
monsters cannot be affected by elemental ailments
monsters have 636% increased critical strike chance
+70% to monster critical strike multiplier
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
50% more divination cards found in area
monsters cannot be taunted.
monsters’ action speed cannot be modified to below base value
monsters have +96% chance to suppress spell damage
monsters hinder on hit with spells
area contains an additional gloom shrine
200% increased duration of shrine effects on players
50% more unique items found in area
220% increased quantity of items found in this area
121% increased rarity of items found in this area
59% increased pack size",MapWorldsDefiledCathedral,59,22,49,220,121,2525557482,vivid,25,True,16,6,1,0,abberarach,51.0,vivid,20.238095238095237
46,0.0,False,0.0,False,False,83,42,"area contains many totems
area contains an additional shrine
70% more monster life
monsters have 160% increased area of effect
monsters cannot be affected by elemental ailments
monsters have 636% increased critical strike chance
+70% to monster critical strike multiplier
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
50% more divination cards found in area
monsters cannot be taunted.
monsters’ action speed cannot be modified to below base value
monsters have +96% chance to suppress spell damage
monsters hinder on hit with spells
area contains an additional gloom shrine
200% increased duration of shrine effects on players
50% more unique items found in area
220% increased quantity of items found in this area
121% increased rarity of items found in this area
59% increased pack size",MapWorldsDefiledCathedral,59,22,49,220,121,2525557482,vivid,25,True,16,6,1,0,abberarach,23.0,vivid,9.126984126984127
47,0.0,False,0.0,False,False,83,42,"area contains many totems
area contains an additional shrine
70% more monster life
monsters have 160% increased area of effect
monsters cannot be affected by elemental ailments
monsters have 636% increased critical strike chance
+70% to monster critical strike multiplier
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
50% more divination cards found in area
monsters cannot be taunted.
monsters’ action speed cannot be modified to below base value
monsters have +96% chance to suppress spell damage
monsters hinder on hit with spells
area contains an additional gloom shrine
200% increased duration of shrine effects on players
50% more unique items found in area
220% increased quantity of items found in this area
121% increased rarity of items found in this area
59% increased pack size",MapWorldsDefiledCathedral,59,22,49,220,121,2525557482,vivid,25,True,16,6,1,0,abberarach,139.0,vivid,55.15873015873016
48,0.0,False,0.0,False,False,83,42,"area contains many totems
area contains an additional shrine
70% more monster life
monsters have 160% increased area of effect
monsters cannot be affected by elemental ailments
monsters have 636% increased critical strike chance
+70% to monster critical strike multiplier
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
50% more divination cards found in area
monsters cannot be taunted.
monsters’ action speed cannot be modified to below base value
monsters have +96% chance to suppress spell damage
monsters hinder on hit with spells
area contains an additional gloom shrine
200% increased duration of shrine effects on players
50% more unique items found in area
220% increased quantity of items found in this area
121% increased rarity of items found in this area
59% increased pack size",MapWorldsDefiledCathedral,59,22,49,220,121,2525557482,wild,26,True,17,5,1,0,brambleback,114.0,wild,45.23809523809524
49,0.0,False,0.0,False,False,83,42,"area contains many totems
area contains an additional shrine
70% more monster life
monsters have 160% increased area of effect
monsters cannot be affected by elemental ailments
monsters have 636% increased critical strike chance
+70% to monster critical strike multiplier
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
50% more divination cards found in area
monsters cannot be taunted.
monsters’ action speed cannot be modified to below base value
monsters have +96% chance to suppress spell damage
monsters hinder on hit with spells
area contains an additional gloom shrine
200% increased duration of shrine effects on players
50% more unique items found in area
220% increased quantity of items found in this area
121% increased rarity of items found in this area
59% increased pack size",MapWorldsDefiledCathedral,59,22,49,220,121,2525557482,wild,26,True,17,5,1,0,brambleback,47.0,wild,18.650793650793652
50,0.0,False,0.0,False,False,83,42,"area contains many totems
area contains an additional shrine
70% more monster life
monsters have 160% increased area of effect
monsters cannot be affected by elemental ailments
monsters have 636% increased critical strike chance
+70% to monster critical strike multiplier
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
50% more divination cards found in area
monsters cannot be taunted.
monsters’ action speed cannot be modified to below base value
monsters have +96% chance to suppress spell damage
monsters hinder on hit with spells
area contains an additional gloom shrine
200% increased duration of shrine effects on players
50% more unique items found in area
220% increased quantity of items found in this area
121% increased rarity of items found in this area
59% increased pack size",MapWorldsDefiledCathedral,59,22,49,220,121,2525557482,wild,26,True,17,5,1,0,brambleback,138.0,wild,54.76190476190476
51,0.0,False,0.0,False,False,83,42,"area has increased monster variety
area contains an additional shrine
players cannot inflict exposure
players are cursed with enfeeble
monsters poison on hit
unique boss deals 40% increased damage
unique boss has 48% increased attack and cast speed
unique boss has 56% increased life
unique boss has 112% increased area of effect
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
50% more divination cards found in area
monsters cannot be taunted.
monsters’ action speed cannot be modified to below base value
area contains an additional gloom shrine
players have 96% less recovery rate of life and energy shield
200% increased duration of shrine effects on players
50% more unique items found in area
234% increased quantity of items found in this area
127% increased rarity of items found in this area
64% increased pack size",MapWorldsDefiledCathedral,64,22,49,234,127,1952761312,primal,28,True,17,4,2,0,rhex matriarch,103.0,primal,39.76833976833977
52,0.0,False,0.0,False,False,83,42,"area has increased monster variety
area contains an additional shrine
players cannot inflict exposure
players are cursed with enfeeble
monsters poison on hit
unique boss deals 40% increased damage
unique boss has 48% increased attack and cast speed
unique boss has 56% increased life
unique boss has 112% increased area of effect
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
50% more divination cards found in area
monsters cannot be taunted.
monsters’ action speed cannot be modified to below base value
area contains an additional gloom shrine
players have 96% less recovery rate of life and energy shield
200% increased duration of shrine effects on players
50% more unique items found in area
234% increased quantity of items found in this area
127% increased rarity of items found in this area
64% increased pack size",MapWorldsDefiledCathedral,64,22,49,234,127,1952761312,primal,28,True,17,4,2,0,rhex matriarch,97.0,primal,37.45173745173745
53,0.0,False,0.0,False,False,83,42,"area has increased monster variety
area contains an additional shrine
players cannot inflict exposure
players are cursed with enfeeble
monsters poison on hit
unique boss deals 40% increased damage
unique boss has 48% increased attack and cast speed
unique boss has 56% increased life
unique boss has 112% increased area of effect
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
50% more divination cards found in area
monsters cannot be taunted.
monsters’ action speed cannot be modified to below base value
area contains an additional gloom shrine
players have 96% less recovery rate of life and energy shield
200% increased duration of shrine effects on players
50% more unique items found in area
234% increased quantity of items found in this area
127% increased rarity of items found in this area
64% increased pack size",MapWorldsDefiledCathedral,64,22,49,234,127,1952761312,primal,28,True,17,4,2,0,rhex matriarch,112.0,primal,43.24324324324324
